team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,season_type
NYR,20202021,NYR,NYR,Team Level,other,56,0.56,0.5,0.53,7282.0,76.99,17.94,6.03,13.82,2.81,45.11,24.28,16.89,17.94,16.89,74.0,36.0,42.0,152.0,21.0,6.0,1.0,13.0,5.0,36.0,29.0,53.0,89.0,5.0,10.0,52.0,16.0,14.0,15.0,53.0,34.0,23.0,1.86,4.16,11.93,1.0,5.0,15.0,152.0,110.0,110.0,7.0,1.78,1.51,1.61,18.1,18.1,17.08,69.18,14.3,4.94,12.47,2.42,38.61,26.26,13.97,14.3,13.97,72.0,27.0,51.0,150.0,16.0,3.0,0.0,9.0,2.0,30.0,39.0,56.0,83.0,3.0,6.0,87.0,25.0,13.0,14.0,54.0,24.0,21.0,1.99,2.97,9.33,5.0,3.0,8.0,150.0,99.0,99.0,6.0,1.4,1.05,1.05,14.65,14.65,14.46,regular
NYR,20202021,NYR,NYR,Team Level,all,56,0.5,0.48,0.49,203422.0,1592.95,148.35,110.1,361.91,52.51,901.02,646.11,143.27,149.41,144.31,1608.0,612.0,663.0,2883.0,176.0,110.0,28.0,358.0,70.0,618.0,888.0,1432.0,2044.0,203.0,474.0,1347.0,1288.0,388.0,526.0,1669.0,402.0,149.0,45.39,49.05,53.9,60.0,51.0,65.0,2902.39,2220.0,2234.4,282.0,24.35,25.55,25.83,146.86,147.8,144.35,1658.48,147.73,114.59,384.81,54.5,945.13,688.24,143.34,147.94,143.56,1665.0,670.0,765.0,3100.0,155.0,100.0,18.0,381.0,62.0,754.0,883.0,1510.0,2180.0,219.0,499.0,1680.0,1225.0,368.0,467.0,1787.0,403.0,145.0,49.4,48.35,49.98,49.0,52.0,54.0,3099.14,2335.0,2336.03,216.0,25.07,20.09,20.15,152.66,152.96,149.95,regular
NYR,20202021,NYR,NYR,Team Level,5on5,56,0.48,0.47,0.48,163561.0,1222.18,95.0,78.98,291.31,39.72,679.28,509.7,92.32,96.06,93.36,1248.0,446.0,511.0,2205.0,116.0,82.0,19.0,291.0,48.0,447.0,710.0,1132.0,1578.0,184.0,430.0,1046.0,1195.0,321.0,442.0,1325.0,284.0,85.0,36.11,34.99,23.89,52.0,38.0,26.0,2224.39,1694.0,1708.4,245.0,16.2,18.13,18.37,92.83,93.76,92.59,1324.54,102.2,87.47,319.44,43.21,748.6,558.08,99.84,102.42,100.05,1334.0,525.0,608.0,2467.0,106.0,78.0,15.0,316.0,55.0,584.0,720.0,1228.0,1753.0,199.0,453.0,1264.0,1111.0,310.0,389.0,1448.0,326.0,85.0,40.45,39.08,22.67,42.0,38.0,26.0,2466.14,1859.0,1860.03,187.0,17.96,16.08,16.15,104.02,104.33,103.03,regular
NYR,20202021,NYR,NYR,Team Level,4on5,56,0.15,0.14,0.15,16095.0,42.93,4.8,2.35,6.32,1.39,13.65,29.48,4.76,4.8,4.76,46.0,12.0,8.0,66.0,4.0,1.0,0.0,6.0,3.0,5.0,39.0,42.0,54.0,7.0,17.0,112.0,62.0,38.0,28.0,37.0,14.0,7.0,1.19,1.73,1.88,2.0,0.0,2.0,66.0,58.0,58.0,25.0,0.54,0.05,0.05,5.28,5.28,5.25,226.32,28.2,20.12,47.33,7.65,144.5,75.21,26.52,28.2,26.52,219.0,104.0,99.0,422.0,30.0,19.0,3.0,53.0,4.0,122.0,95.0,189.0,293.0,8.0,19.0,187.0,28.0,20.0,43.0,242.0,45.0,36.0,5.68,5.33,17.19,2.0,11.0,17.0,422.0,323.0,323.0,4.0,5.24,2.96,2.96,30.48,30.48,28.97,regular
NYR,20202021,NYR,NYR,Team Level,5on4,56,0.91,0.88,0.87,16484.0,250.85,30.61,22.74,50.45,8.59,162.98,82.64,29.3,30.61,29.3,240.0,118.0,102.0,460.0,35.0,21.0,8.0,48.0,14.0,130.0,110.0,205.0,323.0,7.0,17.0,137.0,15.0,15.0,41.0,254.0,70.0,34.0,6.24,8.17,16.21,5.0,8.0,22.0,460.0,358.0,358.0,5.0,5.83,5.86,5.79,30.65,30.65,29.45,38.44,3.03,2.06,5.57,1.22,13.43,28.69,3.01,3.03,3.01,40.0,14.0,7.0,61.0,3.0,0.0,0.0,3.0,1.0,18.0,29.0,37.0,51.0,9.0,21.0,142.0,61.0,25.0,21.0,43.0,8.0,3.0,1.29,0.96,0.78,0.0,0.0,3.0,61.0,54.0,54.0,19.0,0.47,0.0,0.0,3.5,3.5,3.48,regular
WSH,20202021,WSH,WSH,Team Level,other,56,0.43,0.46,0.44,6993.0,81.31,16.84,5.78,14.95,2.73,43.95,32.75,16.55,16.84,16.55,76.0,41.0,34.0,151.0,20.0,4.0,1.0,17.0,5.0,28.0,43.0,56.0,97.0,4.0,8.0,70.0,31.0,11.0,16.0,69.0,23.0,25.0,2.67,2.98,11.19,6.0,4.0,10.0,151.0,117.0,117.0,11.0,1.54,1.25,1.25,17.13,17.13,16.9,106.39,21.94,7.53,19.27,3.43,57.29,36.55,19.87,21.94,19.87,107.0,39.0,33.0,179.0,24.0,10.0,4.0,22.0,1.0,40.0,49.0,83.0,122.0,4.0,8.0,96.0,14.0,10.0,11.0,83.0,35.0,28.0,2.94,4.32,14.68,4.0,4.0,16.0,179.0,146.0,146.0,4.0,2.12,2.83,2.83,21.22,21.22,19.24,regular
WSH,20202021,WSH,WSH,Team Level,all,56,0.5,0.5,0.5,204042.0,1636.52,147.29,113.48,376.1,53.61,929.87,680.66,142.79,148.26,143.77,1647.0,654.0,704.0,3005.0,188.0,112.0,26.0,362.0,49.0,721.0,869.0,1459.0,2113.0,194.0,442.0,1542.0,1318.0,389.0,419.0,1754.0,402.0,145.0,49.56,48.58,49.14,75.0,64.0,49.0,3046.11,2301.0,2328.92,251.0,24.71,25.05,25.05,146.95,148.06,145.61,1631.5,147.26,112.22,376.53,53.39,916.59,669.02,141.47,147.34,141.57,1612.0,663.0,683.0,2958.0,161.0,115.0,22.0,326.0,56.0,715.0,902.0,1451.0,2114.0,177.0,415.0,1594.0,1118.0,359.0,367.0,1749.0,377.0,149.0,48.83,44.96,53.47,56.0,48.0,57.0,2937.49,2275.0,2265.96,204.0,24.65,24.75,24.75,147.16,147.31,143.13,regular
WSH,20202021,WSH,WSH,Team Level,5on5,56,0.51,0.51,0.5,166198.0,1296.16,104.35,86.05,309.81,42.12,731.26,546.42,101.47,105.33,102.45,1302.0,518.0,590.0,2410.0,131.0,90.0,19.0,295.0,39.0,569.0,696.0,1171.0,1689.0,179.0,412.0,1217.0,1224.0,321.0,352.0,1400.0,331.0,89.0,39.9,39.91,24.53,59.0,49.0,23.0,2451.11,1820.0,1847.92,216.0,17.74,18.95,18.95,103.14,104.25,102.92,1287.58,98.43,83.21,310.61,41.96,719.48,542.31,95.92,98.51,96.03,1279.0,517.0,552.0,2348.0,107.0,85.0,13.0,271.0,48.0,556.0,729.0,1172.0,1689.0,161.0,383.0,1233.0,1049.0,314.0,301.0,1415.0,293.0,88.0,39.59,34.46,24.38,45.0,39.0,23.0,2327.49,1796.0,1786.96,178.0,17.09,17.3,17.3,98.21,98.36,97.21,regular
WSH,20202021,WSH,WSH,Team Level,4on5,56,0.15,0.13,0.15,16463.0,36.52,4.38,1.91,4.97,1.14,11.35,25.25,4.14,4.38,4.14,38.0,11.0,7.0,56.0,2.0,2.0,0.0,0.0,0.0,10.0,35.0,36.0,47.0,7.0,14.0,126.0,42.0,44.0,21.0,33.0,10.0,6.0,0.84,1.35,2.18,0.0,1.0,1.0,56.0,49.0,49.0,20.0,0.45,0.95,0.95,3.87,3.87,3.83,204.74,24.23,19.81,42.08,6.98,128.44,65.45,23.02,24.23,23.02,189.0,98.0,92.0,379.0,25.0,20.0,5.0,30.0,6.0,108.0,98.0,164.0,262.0,9.0,18.0,127.0,16.0,20.0,35.0,214.0,42.0,31.0,5.18,5.27,13.78,4.0,4.0,17.0,379.0,287.0,287.0,2.0,5.06,4.61,4.61,24.68,24.68,23.65,regular
WSH,20202021,WSH,WSH,Team Level,5on4,56,0.89,0.88,0.87,14388.0,222.52,21.72,19.73,46.37,7.63,143.3,76.24,20.62,21.72,20.62,231.0,84.0,73.0,388.0,35.0,16.0,6.0,50.0,5.0,114.0,95.0,196.0,280.0,4.0,8.0,129.0,21.0,13.0,30.0,252.0,38.0,25.0,6.15,4.34,11.23,10.0,10.0,15.0,388.0,315.0,315.0,4.0,4.98,3.9,3.9,22.8,22.8,21.97,32.79,2.66,1.66,4.57,1.02,11.37,24.71,2.65,2.66,2.65,37.0,9.0,6.0,52.0,5.0,0.0,0.0,3.0,1.0,11.0,26.0,32.0,41.0,3.0,6.0,138.0,39.0,15.0,20.0,37.0,7.0,2.0,1.11,0.91,0.64,3.0,1.0,1.0,52.0,46.0,46.0,20.0,0.38,0.0,0.0,3.04,3.04,3.03,regular
VGK,20202021,VGK,VGK,Team Level,other,56,0.61,0.58,0.58,7562.0,104.58,22.04,7.84,18.0,3.59,58.84,36.76,21.09,22.04,21.09,104.0,44.0,58.0,206.0,24.0,8.0,0.0,25.0,2.0,49.0,40.0,80.0,124.0,5.0,10.0,81.0,20.0,14.0,7.0,78.0,37.0,33.0,2.91,4.67,14.46,6.0,6.0,12.0,206.0,148.0,148.0,4.0,2.35,1.47,1.4,22.93,22.93,22.09,76.46,13.95,5.67,14.36,2.49,41.57,26.95,13.08,13.95,13.08,76.0,29.0,45.0,150.0,7.0,5.0,0.0,11.0,1.0,48.0,33.0,69.0,98.0,8.0,16.0,72.0,29.0,17.0,11.0,61.0,25.0,19.0,2.59,2.88,8.48,1.0,0.0,6.0,150.0,105.0,105.0,3.0,1.68,0.71,0.71,14.93,14.93,14.0,regular
VGK,20202021,VGK,VGK,Team Level,all,56,0.55,0.54,0.55,203768.0,1840.71,178.58,129.21,427.37,59.53,1025.73,735.65,171.92,180.56,173.87,1829.0,728.0,916.0,3473.0,190.0,152.0,30.0,450.0,43.0,799.0,923.0,1639.0,2367.0,166.0,378.0,1537.0,1218.0,401.0,333.0,1856.0,508.0,193.0,53.63,62.13,62.82,70.0,68.0,52.0,3543.7,2557.0,2601.29,164.0,28.68,33.72,33.72,173.47,175.31,171.54,1541.12,144.31,107.97,354.6,49.45,838.65,622.02,138.74,143.87,138.26,1528.0,589.0,840.0,2957.0,122.0,146.0,28.0,247.0,38.0,685.0,879.0,1406.0,1995.0,197.0,427.0,1565.0,1448.0,404.0,318.0,1565.0,397.0,155.0,45.17,49.93,49.2,39.0,41.0,42.0,2918.76,2117.0,2093.04,187.0,23.66,31.66,31.66,136.31,135.61,132.79,regular
VGK,20202021,VGK,VGK,Team Level,5on5,56,0.53,0.53,0.54,165854.0,1429.82,124.93,95.61,344.71,46.17,787.89,583.68,120.88,126.92,122.83,1410.0,573.0,741.0,2724.0,135.0,118.0,23.0,362.0,35.0,611.0,722.0,1275.0,1848.0,146.0,330.0,1194.0,1147.0,346.0,278.0,1467.0,392.0,124.0,42.78,48.12,34.03,57.0,54.0,24.0,2794.7,1983.0,2027.29,143.0,19.79,25.41,26.04,118.68,120.52,118.69,1244.1,108.92,83.49,295.68,39.93,673.12,507.86,105.08,108.48,104.6,1235.0,474.0,669.0,2378.0,97.0,121.0,24.0,212.0,29.0,534.0,716.0,1138.0,1612.0,172.0,379.0,1229.0,1352.0,332.0,268.0,1278.0,315.0,116.0,37.19,39.7,32.02,34.0,36.0,27.0,2339.76,1709.0,1685.04,163.0,17.29,26.17,26.36,99.84,99.14,97.91,regular
VGK,20202021,VGK,VGK,Team Level,4on5,56,0.19,0.15,0.18,14031.0,40.33,4.06,2.15,5.86,1.22,12.76,27.96,3.98,4.06,3.98,44.0,10.0,9.0,63.0,3.0,2.0,0.0,3.0,0.0,8.0,38.0,41.0,51.0,5.0,10.0,102.0,35.0,32.0,14.0,34.0,14.0,6.0,0.91,1.63,1.52,0.0,3.0,0.0,63.0,54.0,54.0,13.0,0.5,0.51,0.51,4.04,4.04,4.03,179.38,17.35,16.71,39.02,5.81,111.27,57.85,16.52,17.35,16.52,173.0,75.0,113.0,361.0,16.0,20.0,4.0,20.0,8.0,98.0,86.0,157.0,232.0,12.0,22.0,121.0,16.0,14.0,19.0,188.0,44.0,16.0,4.39,5.42,7.54,2.0,5.0,9.0,361.0,248.0,248.0,3.0,4.21,4.79,4.59,16.99,16.99,16.34,regular
VGK,20202021,VGK,VGK,Team Level,5on4,56,0.87,0.88,0.87,16321.0,266.0,27.55,23.62,58.8,8.55,166.23,87.25,25.98,27.55,25.98,271.0,101.0,108.0,480.0,28.0,24.0,7.0,60.0,6.0,131.0,123.0,243.0,344.0,10.0,28.0,160.0,16.0,9.0,34.0,277.0,65.0,30.0,7.03,7.71,12.81,7.0,5.0,16.0,480.0,372.0,372.0,4.0,6.05,6.33,5.78,27.82,27.82,26.72,41.17,4.08,2.1,5.54,1.22,12.69,29.36,4.06,4.08,4.06,44.0,11.0,13.0,68.0,2.0,0.0,0.0,4.0,0.0,5.0,44.0,42.0,53.0,5.0,10.0,143.0,51.0,41.0,20.0,38.0,13.0,4.0,1.0,1.92,1.16,2.0,0.0,0.0,68.0,55.0,55.0,18.0,0.48,0.0,0.0,4.56,4.56,4.54,regular
PHI,20202021,PHI,PHI,Team Level,other,56,0.46,0.53,0.51,5942.0,96.92,16.41,7.34,18.21,3.24,52.17,34.63,16.05,16.41,16.05,102.0,30.0,46.0,178.0,20.0,7.0,2.0,15.0,2.0,40.0,48.0,82.0,112.0,5.0,10.0,94.0,32.0,16.0,13.0,76.0,38.0,18.0,2.78,4.84,8.79,5.0,6.0,9.0,178.0,132.0,132.0,9.0,2.05,1.85,1.85,16.61,16.61,16.37,91.47,19.54,6.54,15.82,3.05,47.09,32.95,19.02,19.54,19.02,88.0,37.0,32.0,157.0,15.0,4.0,0.0,20.0,3.0,37.0,46.0,73.0,110.0,9.0,18.0,67.0,25.0,12.0,21.0,75.0,24.0,26.0,3.02,2.81,13.7,5.0,1.0,9.0,157.0,125.0,125.0,9.0,1.88,1.42,1.53,19.89,19.89,19.36,regular
PHI,20202021,PHI,PHI,Team Level,all,56,0.49,0.52,0.52,205250.0,1695.47,150.33,118.43,396.73,56.01,945.19,689.32,145.91,149.66,145.25,1690.0,666.0,776.0,3132.0,160.0,139.0,25.0,389.0,76.0,669.0,923.0,1530.0,2196.0,189.0,411.0,1739.0,1219.0,293.0,443.0,1774.0,437.0,145.0,48.38,53.75,48.21,40.0,60.0,60.0,3084.33,2356.0,2330.14,274.0,26.1,26.08,26.14,150.29,149.7,147.29,1601.34,157.55,110.17,359.43,51.83,879.94,649.08,153.69,159.12,155.24,1636.0,572.0,669.0,2877.0,197.0,118.0,27.0,394.0,62.0,574.0,864.0,1439.0,2011.0,180.0,396.0,1479.0,1209.0,340.0,469.0,1620.0,428.0,160.0,45.59,52.6,59.37,64.0,63.0,70.0,2929.42,2208.0,2238.88,278.0,24.37,25.94,26.3,155.63,157.04,154.83,regular
PHI,20202021,PHI,PHI,Team Level,5on5,56,0.51,0.52,0.52,167508.0,1321.8,105.27,86.94,322.36,43.57,734.64,542.23,102.14,104.59,101.49,1307.0,528.0,619.0,2454.0,108.0,111.0,19.0,316.0,63.0,516.0,721.0,1199.0,1727.0,177.0,387.0,1322.0,1131.0,242.0,366.0,1414.0,334.0,87.0,39.34,41.28,24.64,31.0,46.0,31.0,2406.33,1835.0,1809.14,234.0,17.91,21.62,21.68,101.49,100.91,99.55,1249.58,102.81,82.32,293.3,40.73,688.92,517.91,100.49,104.38,102.03,1282.0,444.0,536.0,2262.0,134.0,95.0,22.0,316.0,48.0,449.0,685.0,1148.0,1592.0,157.0,352.0,1171.0,1108.0,281.0,386.0,1293.0,350.0,83.0,36.87,42.79,23.15,52.0,54.0,28.0,2314.42,1726.0,1756.88,251.0,16.97,19.57,19.93,99.85,101.26,100.31,regular
PHI,20202021,PHI,PHI,Team Level,4on5,56,0.12,0.17,0.2,15772.0,51.25,4.13,2.65,7.41,1.66,17.48,38.66,4.11,4.13,4.11,57.0,15.0,8.0,80.0,1.0,0.0,0.0,3.0,3.0,12.0,53.0,56.0,71.0,1.0,2.0,148.0,39.0,23.0,29.0,54.0,14.0,4.0,1.43,1.68,1.03,0.0,0.0,1.0,80.0,72.0,72.0,27.0,0.61,0.0,0.0,4.74,4.74,4.71,214.95,30.38,19.04,43.86,6.78,130.27,66.67,29.45,30.38,29.45,218.0,79.0,90.0,387.0,43.0,18.0,4.0,55.0,9.0,81.0,91.0,175.0,254.0,7.0,12.0,135.0,17.0,8.0,43.0,211.0,44.0,42.0,4.56,5.74,20.09,5.0,8.0,30.0,387.0,297.0,297.0,2.0,4.99,4.73,4.62,30.74,30.74,30.08,regular
PHI,20202021,PHI,PHI,Team Level,5on4,56,0.84,0.86,0.84,16028.0,225.5,24.52,21.5,48.74,7.55,140.89,73.81,23.6,24.52,23.6,224.0,93.0,103.0,420.0,31.0,21.0,4.0,55.0,8.0,101.0,101.0,193.0,286.0,6.0,12.0,175.0,17.0,12.0,35.0,230.0,51.0,36.0,4.82,5.96,13.75,4.0,8.0,19.0,420.0,317.0,317.0,4.0,5.53,2.61,2.61,27.45,27.45,26.67,45.33,4.82,2.27,6.45,1.27,13.64,31.54,4.74,4.82,4.74,48.0,12.0,11.0,71.0,5.0,1.0,1.0,3.0,2.0,7.0,42.0,43.0,55.0,7.0,14.0,106.0,59.0,39.0,19.0,41.0,10.0,9.0,1.16,1.25,2.42,2.0,0.0,3.0,71.0,60.0,60.0,16.0,0.54,0.21,0.21,5.14,5.14,5.07,regular
PIT,20202021,PIT,PIT,Team Level,other,56,0.59,0.49,0.5,6040.0,91.55,25.39,6.27,14.4,2.89,44.71,32.34,24.72,25.39,24.72,93.0,33.0,24.0,150.0,28.0,7.0,2.0,11.0,3.0,38.0,39.0,65.0,98.0,6.0,12.0,83.0,28.0,20.0,25.0,56.0,39.0,31.0,2.26,5.04,18.09,2.0,9.0,17.0,150.0,126.0,126.0,8.0,1.72,2.46,2.46,24.66,24.66,24.06,90.09,17.49,7.19,16.63,3.27,51.03,30.39,16.69,17.49,16.69,90.0,36.0,29.0,155.0,18.0,11.0,3.0,24.0,1.0,35.0,37.0,72.0,108.0,1.0,2.0,75.0,50.0,12.0,14.0,77.0,22.0,27.0,2.77,2.6,12.13,4.0,1.0,13.0,155.0,126.0,126.0,2.0,2.01,3.46,3.74,15.76,15.76,15.2,regular
PIT,20202021,PIT,PIT,Team Level,all,56,0.52,0.5,0.5,203985.0,1610.78,157.7,111.3,364.98,51.58,896.71,655.74,153.43,159.24,154.94,1685.0,553.0,670.0,2908.0,193.0,113.0,26.0,399.0,50.0,711.0,773.0,1492.0,2045.0,171.0,365.0,1568.0,1333.0,428.0,446.0,1680.0,403.0,155.0,47.68,49.66,60.35,59.0,66.0,68.0,2949.98,2238.0,2267.34,185.0,24.39,25.03,25.03,157.06,158.6,156.07,1609.96,146.22,112.96,367.81,51.98,890.1,651.92,141.21,145.84,140.81,1678.0,543.0,664.0,2885.0,155.0,123.0,25.0,385.0,52.0,651.0,855.0,1523.0,2066.0,168.0,362.0,1623.0,1662.0,340.0,384.0,1659.0,406.0,156.0,45.0,50.14,51.09,47.0,51.0,57.0,2858.9,2221.0,2204.2,194.0,24.79,27.27,27.9,143.12,142.52,140.01,regular
PIT,20202021,PIT,PIT,Team Level,5on5,56,0.49,0.5,0.5,169339.0,1288.77,102.34,85.46,305.36,41.06,721.8,537.98,99.9,103.89,101.41,1343.0,451.0,547.0,2341.0,126.0,85.0,19.0,341.0,40.0,565.0,638.0,1217.0,1668.0,144.0,308.0,1249.0,1217.0,363.0,359.0,1396.0,315.0,83.0,40.19,38.73,23.42,48.0,51.0,27.0,2382.98,1794.0,1823.34,159.0,17.59,18.37,18.37,101.55,103.1,101.99,1284.15,105.42,85.54,304.15,41.04,705.47,526.38,101.88,105.04,101.48,1333.0,435.0,547.0,2315.0,101.0,95.0,21.0,302.0,41.0,524.0,705.0,1232.0,1667.0,155.0,331.0,1254.0,1526.0,290.0,319.0,1342.0,327.0,99.0,36.87,40.85,27.7,33.0,40.0,28.0,2288.9,1768.0,1751.2,174.0,17.63,21.82,22.17,100.88,100.28,98.92,regular
PIT,20202021,PIT,PIT,Team Level,4on5,56,0.16,0.14,0.14,14401.0,33.3,3.42,1.76,4.77,0.97,10.76,23.32,3.41,3.42,3.41,37.0,8.0,11.0,56.0,4.0,0.0,0.0,7.0,1.0,8.0,25.0,33.0,41.0,6.0,12.0,111.0,68.0,32.0,16.0,33.0,5.0,7.0,0.92,0.64,1.86,2.0,0.0,2.0,56.0,45.0,45.0,14.0,0.41,0.0,0.0,3.83,3.83,3.81,191.41,18.27,17.78,41.18,6.34,120.07,64.36,17.61,18.27,17.61,203.0,65.0,80.0,348.0,32.0,17.0,1.0,52.0,7.0,82.0,78.0,171.0,236.0,6.0,14.0,159.0,19.0,9.0,35.0,206.0,39.0,23.0,4.44,4.53,9.31,8.0,10.0,14.0,348.0,268.0,268.0,3.0,4.59,1.99,1.99,20.87,20.87,20.32,regular
PIT,20202021,PIT,PIT,Team Level,5on4,56,0.84,0.84,0.82,14205.0,197.18,26.54,17.81,40.45,6.65,119.44,62.1,25.4,26.54,25.4,212.0,61.0,88.0,361.0,35.0,21.0,5.0,40.0,6.0,100.0,71.0,177.0,238.0,15.0,33.0,125.0,20.0,13.0,46.0,195.0,44.0,34.0,4.31,5.26,16.98,7.0,6.0,22.0,361.0,273.0,273.0,4.0,4.67,4.2,4.2,27.02,27.02,26.22,44.31,5.04,2.45,5.86,1.33,13.53,30.78,5.03,5.04,5.03,52.0,7.0,8.0,67.0,4.0,0.0,0.0,7.0,3.0,10.0,35.0,48.0,55.0,6.0,15.0,135.0,67.0,29.0,16.0,34.0,18.0,7.0,0.93,2.16,1.95,2.0,0.0,2.0,67.0,59.0,59.0,15.0,0.56,0.0,0.0,5.59,5.59,5.58,regular
BUF,20202021,BUF,BUF,Team Level,other,56,0.42,0.45,0.44,5535.0,73.0,15.94,4.77,12.96,2.43,39.64,24.32,14.34,15.94,14.34,68.0,33.0,24.0,125.0,12.0,7.0,2.0,11.0,1.0,30.0,40.0,56.0,89.0,1.0,2.0,70.0,15.0,13.0,10.0,59.0,21.0,21.0,2.28,2.38,11.27,3.0,0.0,9.0,125.0,101.0,101.0,3.0,1.4,3.04,3.04,14.24,14.24,13.68,90.21,21.7,6.19,15.51,3.28,50.87,32.45,20.86,21.7,20.86,90.0,40.0,25.0,155.0,28.0,5.0,2.0,10.0,5.0,47.0,35.0,62.0,102.0,2.0,4.0,69.0,16.0,14.0,18.0,71.0,28.0,31.0,2.63,3.6,15.48,5.0,8.0,15.0,155.0,130.0,130.0,8.0,1.72,1.3,1.3,22.12,22.12,21.25,regular
BUF,20202021,BUF,BUF,Team Level,all,56,0.46,0.46,0.46,204258.0,1556.41,141.0,107.31,356.2,49.74,873.83,633.48,135.61,140.46,135.09,1592.0,592.0,588.0,2772.0,134.0,122.0,20.0,356.0,58.0,618.0,896.0,1458.0,2050.0,150.0,320.0,1514.0,1025.0,323.0,369.0,1653.0,403.0,128.0,46.59,48.47,45.95,59.0,34.0,41.0,2727.03,2184.0,2153.54,167.0,23.4,26.48,26.56,136.34,135.49,133.29,1784.91,165.9,124.29,407.95,58.61,1026.33,733.85,159.55,168.32,161.82,1889.0,670.0,640.0,3199.0,196.0,137.0,39.0,439.0,73.0,771.0,943.0,1693.0,2363.0,160.0,336.0,1540.0,1009.0,290.0,400.0,1949.0,450.0,160.0,55.42,55.39,55.08,74.0,63.0,59.0,3272.61,2559.0,2613.69,183.0,26.96,29.57,30.28,159.77,161.93,158.3,regular
BUF,20202021,BUF,BUF,Team Level,5on5,56,0.46,0.47,0.46,171078.0,1270.92,101.65,84.03,299.41,40.72,712.09,532.28,98.66,101.1,98.15,1300.0,487.0,489.0,2276.0,88.0,93.0,14.0,303.0,51.0,483.0,769.0,1212.0,1699.0,141.0,302.0,1187.0,953.0,282.0,311.0,1379.0,327.0,81.0,38.53,39.6,23.51,47.0,25.0,16.0,2231.03,1787.0,1756.54,157.0,17.27,19.94,20.02,97.72,96.87,95.77,1450.78,118.03,97.11,343.24,47.08,827.01,608.06,113.99,120.46,116.26,1533.0,544.0,526.0,2603.0,137.0,111.0,26.0,379.0,63.0,596.0,791.0,1396.0,1940.0,150.0,316.0,1246.0,947.0,247.0,343.0,1615.0,367.0,95.0,46.47,45.52,26.05,58.0,53.0,26.0,2676.61,2077.0,2131.69,156.0,19.95,22.46,23.18,112.39,114.56,112.71,regular
